Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6w4hpdbqt_ZINC000000538550conf3,-8.2,6.401,4.817
6w4hpdbqt_ZINC000000538550conf3,-8.2,9.891,6.168
6w4hpdbqt_ZINC000000538550conf3,-8.0,15.498,11.855
6w4hpdbqt_ZINC000000538550conf3,-7.9,17.804,14.547
6w4hpdbqt_ZINC000000538550conf4,-8.4,0.0,0.0
6w4hpdbqt_ZINC000000538550conf4,-8.4,24.866,22.033
6w4hpdbqt_ZINC000000538550conf4,-8.3,6.496,3.354
6w4hpdbqt_ZINC000000538550conf4,-8.3,7.645,3.977
6w4hpdbqt_ZINC000000538550conf4,-8.2,7.191,5.635
6w4hpdbqt_ZINC000000538550conf4,-8.2,6.378,4.808
6w4hpdbqt_ZINC000000538550conf4,-8.2,8.152,4.792
6w4hpdbqt_ZINC000000538550conf4,-8.2,5.881,3.556
6w4hpdbqt_ZINC000000538550conf4,-8.1,14.698,11.91
6w4hpdbqt_ZINC000000538550conf5,-8.5,0.0,0.0
6w4hpdbqt_ZINC000000538550conf5,-8.5,10.016,6.298
6w4hpdbqt_ZINC000000538550conf5,-8.2,6.462,4.874
6w4hpdbqt_ZINC000000538550conf5,-8.2,8.556,5.141
6w4hpdbqt_ZINC000000538550conf5,-8.2,15.604,13.984
6w4hpdbqt_ZINC000000538550conf5,-8.2,7.994,5.859
6w4hpdbqt_ZINC000000538550conf5,-8.1,7.014,5.515
6w4hpdbqt_ZINC000000538550conf5,-8.1,18.001,15.781
6w4hpdbqt_ZINC000000538550conf5,-8.0,10.137,6.589
6w4hpdbqt_ZINC000000538550conf6,-8.7,0.0,0.0
6w4hpdbqt_ZINC000000538550conf6,-8.6,9.975,6.24
6w4hpdbqt_ZINC000000538550conf6,-8.6,6.379,4.435
6w4hpdbqt_ZINC000000538550conf6,-8.4,9.607,4.364
6w4hpdbqt_ZINC000000538550conf6,-8.3,9.485,7.123
6w4hpdbqt_ZINC000000538550conf6,-8.3,8.688,5.727
6w4hpdbqt_ZINC000000538550conf6,-8.3,11.048,6.621
6w4hpdbqt_ZINC000000538550conf6,-8.3,13.807,9.527
6w4hpdbqt_ZINC000000538550conf6,-8.2,9.193,4.129
6w4hpdbqt_ZINC000000538550conf7,-8.7,0.0,0.0
6w4hpdbqt_ZINC000000538550conf7,-8.6,9.951,6.228
6w4hpdbqt_ZINC000000538550conf7,-8.5,22.177,18.221
6w4hpdbqt_ZINC000000538550conf7,-8.4,37.581,35.447
6w4hpdbqt_ZINC000000538550conf7,-8.4,6.521,4.5
6w4hpdbqt_ZINC000000538550conf7,-8.3,8.458,5.664
6w4hpdbqt_ZINC000000538550conf7,-8.3,9.545,4.306
6w4hpdbqt_ZINC000000538550conf7,-8.2,10.727,7.655
6w4hpdbqt_ZINC000000538550conf7,-8.1,1.879,1.414
6w4hpdbqt_ZINC000000538550conf8,-8.4,0.0,0.0
6w4hpdbqt_ZINC000000538550conf8,-8.3,10.188,6.445
6w4hpdbqt_ZINC000000538550conf8,-8.2,2.032,1.678
6w4hpdbqt_ZINC000000538550conf8,-8.1,9.503,4.279
6w4hpdbqt_ZINC000000538550conf8,-8.1,13.946,9.49
6w4hpdbqt_ZINC000000538550conf8,-8.0,10.517,6.377
6w4hpdbqt_ZINC000000538550conf8,-7.9,13.828,9.342
6w4hpdbqt_ZINC000000538550conf8,-7.9,11.926,8.559
6w4hpdbqt_ZINC000000538550conf8,-7.9,11.91,8.217
6w4hpdbqt_ZINC000000538550conf9,-8.6,0.0,0.0
6w4hpdbqt_ZINC000000538550conf9,-8.4,2.373,1.775
6w4hpdbqt_ZINC000000538550conf9,-8.3,30.023,27.324
6w4hpdbqt_ZINC000000538550conf9,-8.3,17.063,13.483
6w4hpdbqt_ZINC000000538550conf9,-8.1,10.664,6.499
6w4hpdbqt_ZINC000000538550conf9,-8.1,17.809,14.258
6w4hpdbqt_ZINC000000538550conf9,-8.0,13.572,9.2
6w4hpdbqt_ZINC000000538550conf9,-8.0,14.088,9.668
6w4hpdbqt_ZINC000000538550conf9,-8.0,17.55,13.568
6w4hpdbqt_ZINC000000901555conf1,-3.5,0.0,0.0
6w4hpdbqt_ZINC000000901555conf1,-3.5,32.035,31.566
6w4hpdbqt_ZINC000000901555conf1,-3.5,2.534,1.477
6w4hpdbqt_ZINC000000901555conf1,-3.1,26.168,25.794
6w4hpdbqt_ZINC000000901555conf1,-3.1,35.996,35.715
6w4hpdbqt_ZINC000000901555conf1,-3.0,13.256,13.222
6w4hpdbqt_ZINC000000901555conf1,-3.0,2.466,2.295
6w4hpdbqt_ZINC000000901555conf1,-3.0,9.573,8.933
6w4hpdbqt_ZINC000000901555conf1,-2.9,26.335,26.036
6w4hpdbqt_ZINC000000901555conf2,-3.5,0.0,0.0
6w4hpdbqt_ZINC000000901555conf2,-3.5,32.756,31.853
6w4hpdbqt_ZINC000000901555conf2,-3.2,1.999,1.283
6w4hpdbqt_ZINC000000901555conf2,-3.1,26.347,25.669
6w4hpdbqt_ZINC000000901555conf2,-3.0,36.592,36.34
6w4hpdbqt_ZINC000000901555conf2,-3.0,2.71,2.169
6w4hpdbqt_ZINC000000901555conf2,-2.9,27.26,26.58
6w4hpdbqt_ZINC000000901555conf2,-2.8,3.212,2.735
6w4hpdbqt_ZINC000000901555conf2,-2.8,3.273,2.482
6w4hpdbqt_ZINC000000901555conf3,-3.5,0.0,0.0
6w4hpdbqt_ZINC000000901555conf3,-3.5,2.51,1.497
6w4hpdbqt_ZINC000000901555conf3,-3.4,9.79,9.342
6w4hpdbqt_ZINC000000901555conf3,-3.1,35.924,35.662
6w4hpdbqt_ZINC000000901555conf3,-3.0,2.388,2.215
6w4hpdbqt_ZINC000000901555conf3,-3.0,2.884,2.385
6w4hpdbqt_ZINC000000901555conf3,-2.9,9.264,8.825
6w4hpdbqt_ZINC000000901555conf3,-2.9,31.936,31.298
6w4hpdbqt_ZINC000000901555conf3,-2.8,9.659,8.684
6w4hpdbqt_ZINC000000901555conf4,-3.6,0.0,0.0
6w4hpdbqt_ZINC000000901555conf4,-3.5,2.481,1.517
6w4hpdbqt_ZINC000000901555conf4,-3.4,31.69,31.207
6w4hpdbqt_ZINC000000901555conf4,-3.1,35.913,35.622
6w4hpdbqt_ZINC000000901555conf4,-3.0,35.613,35.283
6w4hpdbqt_ZINC000000901555conf4,-3.0,15.555,15.033
6w4hpdbqt_ZINC000000901555conf4,-2.9,32.619,32.081
6w4hpdbqt_ZINC000000901555conf4,-2.9,27.12,26.69
6w4hpdbqt_ZINC000000901555conf4,-2.9,25.766,25.369
6w4hpdbqt_ZINC000000901555conf5,-3.5,0.0,0.0
6w4hpdbqt_ZINC000000901555conf5,-3.5,31.874,31.41
6w4hpdbqt_ZINC000000901555conf5,-3.5,10.466,9.659
6w4hpdbqt_ZINC000000901555conf5,-3.5,2.233,1.492
6w4hpdbqt_ZINC000000901555conf5,-3.4,9.818,9.404
6w4hpdbqt_ZINC000000901555conf5,-3.1,35.998,35.717
6w4hpdbqt_ZINC000000901555conf5,-3.0,2.447,2.269
6w4hpdbqt_ZINC000000901555conf5,-2.9,32.925,32.256
6w4hpdbqt_ZINC000000901555conf5,-2.9,35.847,35.5
6w4hpdbqt_ZINC000000901555conf6,-3.6,0.0,0.0
6w4hpdbqt_ZINC000000901555conf6,-3.5,10.514,9.729
6w4hpdbqt_ZINC000000901555conf6,-3.5,2.263,1.493
6w4hpdbqt_ZINC000000901555conf6,-3.5,32.039,31.56
6w4hpdbqt_ZINC000000901555conf6,-3.5,9.818,9.316
6w4hpdbqt_ZINC000000901555conf6,-3.1,36.006,35.714
6w4hpdbqt_ZINC000000901555conf6,-2.9,3.145,2.723
6w4hpdbqt_ZINC000000901555conf6,-2.8,25.873,25.514
6w4hpdbqt_ZINC000000901555conf6,-2.8,36.324,36.055
6w4hpdbqt_ZINC000000901555conf7,-3.5,0.0,0.0
6w4hpdbqt_ZINC000000901555conf7,-3.5,32.767,31.879
6w4hpdbqt_ZINC000000901555conf7,-3.1,36.595,36.295
6w4hpdbqt_ZINC000000901555conf7,-3.0,2.661,2.155
6w4hpdbqt_ZINC000000901555conf7,-2.9,33.26,33.24
6w4hpdbqt_ZINC000000901555conf7,-2.8,3.217,2.747
6w4hpdbqt_ZINC000000901555conf7,-2.8,32.765,32.69
6w4hpdbqt_ZINC000000901555conf7,-2.8,3.058,2.129
6w4hpdbqt_ZINC000000901555conf7,-2.8,2.195,1.538
6w4hpdbqt_ZINC000000901555conf8,-3.5,0.0,0.0
6w4hpdbqt_ZINC000000901555conf8,-3.5,2.248,1.516
6w4hpdbqt_ZINC000000901555conf8,-3.4,9.814,9.266
6w4hpdbqt_ZINC000000901555conf8,-3.4,31.811,31.37
6w4hpdbqt_ZINC000000901555conf8,-3.1,35.987,35.716
6w4hpdbqt_ZINC000000901555conf8,-3.1,26.256,25.875
6w4hpdbqt_ZINC000000901555conf8,-3.0,2.431,2.255
6w4hpdbqt_ZINC000000901555conf8,-2.9,35.856,35.639
6w4hpdbqt_ZINC000000901555conf8,-2.9,26.322,26.112
6w4hpdbqt_ZINC000000901555conf9,-3.5,0.0,0.0
6w4hpdbqt_ZINC000000901555conf9,-3.5,10.605,9.487
6w4hpdbqt_ZINC000000901555conf9,-3.5,2.541,1.504
6w4hpdbqt_ZINC000000901555conf9,-3.5,31.934,31.484
6w4hpdbqt_ZINC000000901555conf9,-3.4,9.829,9.23
6w4hpdbqt_ZINC000000901555conf9,-3.4,31.816,31.378
6w4hpdbqt_ZINC000000901555conf9,-3.1,35.971,35.703
6w4hpdbqt_ZINC000000901555conf9,-3.0,2.406,2.227
6w4hpdbqt_ZINC000000901555conf9,-3.0,13.2,13.169
6w4hpdbqt_ZINC000001481815conf1,-9.1,0.0,0.0
6w4hpdbqt_ZINC000001481815conf1,-8.5,4.854,2.137
6w4hpdbqt_ZINC000001481815conf1,-8.2,6.349,3.404
6w4hpdbqt_ZINC000001481815conf1,-8.1,16.243,13.796
6w4hpdbqt_ZINC000001481815conf1,-8.1,15.182,13.422
6w4hpdbqt_ZINC000001481815conf1,-8.1,7.814,3.037
6w4hpdbqt_ZINC000001481815conf1,-8.0,11.176,6.643
6w4hpdbqt_ZINC000001481815conf1,-8.0,4.695,3.562
6w4hpdbqt_ZINC000001481815conf1,-7.9,16.813,14.023
6w4hpdbqt_ZINC000001481815conf2,-9.5,0.0,0.0
6w4hpdbqt_ZINC000001481815conf2,-8.7,16.728,14.094
6w4hpdbqt_ZINC000001481815conf2,-8.5,9.98,5.411
6w4hpdbqt_ZINC000001481815conf2,-8.5,11.441,6.802
6w4hpdbqt_ZINC000001481815conf2,-8.3,6.293,3.299
6w4hpdbqt_ZINC000001481815conf2,-8.2,15.332,13.57
6w4hpdbqt_ZINC000001481815conf2,-8.1,11.099,6.647
6w4hpdbqt_ZINC000001481815conf2,-8.1,9.899,5.197
6w4hpdbqt_ZINC000001481815conf2,-8.0,11.947,7.82
6w4hpdbqt_ZINC000001481815conf3,-9.1,0.0,0.0
6w4hpdbqt_ZINC000001481815conf3,-8.5,4.973,2.296
6w4hpdbqt_ZINC000001481815conf3,-8.3,10.358,5.879
6w4hpdbqt_ZINC000001481815conf3,-8.3,16.634,14.002
6w4hpdbqt_ZINC000001481815conf3,-8.2,6.282,3.17
6w4hpdbqt_ZINC000001481815conf3,-8.1,9.911,5.263
6w4hpdbqt_ZINC000001481815conf3,-8.1,16.453,13.849
6w4hpdbqt_ZINC000001481815conf3,-8.1,11.086,6.721
6w4hpdbqt_ZINC000001481815conf3,-7.9,11.214,8.492
6w4hpdbqt_ZINC000001481815conf4,-9.5,0.0,0.0
6w4hpdbqt_ZINC000001481815conf4,-8.7,7.828,3.035
6w4hpdbqt_ZINC000001481815conf4,-8.6,16.724,14.116
6w4hpdbqt_ZINC000001481815conf4,-8.5,9.99,5.405
6w4hpdbqt_ZINC000001481815conf4,-8.3,15.167,13.378
6w4hpdbqt_ZINC000001481815conf4,-8.2,10.223,5.065
6w4hpdbqt_ZINC000001481815conf4,-8.2,11.016,6.148
6w4hpdbqt_ZINC000001481815conf4,-8.2,11.602,7.124
6w4hpdbqt_ZINC000001481815conf4,-8.0,5.027,2.367
6w4hpdbqt_ZINC000001530601conf1,-6.9,0.0,0.0
6w4hpdbqt_ZINC000001530601conf1,-6.8,1.955,0.787
6w4hpdbqt_ZINC000001530601conf1,-6.5,12.239,10.585
6w4hpdbqt_ZINC000001530601conf1,-6.3,13.36,11.343
6w4hpdbqt_ZINC000001530601conf1,-6.3,3.832,2.038
6w4hpdbqt_ZINC000001530601conf1,-6.2,12.908,10.842
6w4hpdbqt_ZINC000001530601conf1,-6.0,21.281,17.447
6w4hpdbqt_ZINC000001530601conf1,-6.0,12.76,10.611
6w4hpdbqt_ZINC000001530601conf1,-5.9,13.595,11.384
6w4hpdbqt_ZINC000001530601conf10,-7.8,0.0,0.0
6w4hpdbqt_ZINC000001530601conf10,-7.5,12.609,10.989
6w4hpdbqt_ZINC000001530601conf10,-7.2,1.836,0.898
6w4hpdbqt_ZINC000001530601conf10,-6.8,11.872,10.187
6w4hpdbqt_ZINC000001530601conf10,-6.8,13.219,11.343
6w4hpdbqt_ZINC000001530601conf10,-6.7,16.58,14.794
6w4hpdbqt_ZINC000001530601conf10,-6.7,15.556,13.157
6w4hpdbqt_ZINC000001530601conf10,-6.7,16.191,14.099
6w4hpdbqt_ZINC000001530601conf10,-6.6,15.461,13.318
6w4hpdbqt_ZINC000001530601conf11,-7.7,0.0,0.0
6w4hpdbqt_ZINC000001530601conf11,-7.5,12.7,11.174
6w4hpdbqt_ZINC000001530601conf11,-7.5,12.539,10.983
6w4hpdbqt_ZINC000001530601conf11,-7.0,14.535,11.948
6w4hpdbqt_ZINC000001530601conf11,-7.0,13.212,11.445
6w4hpdbqt_ZINC000001530601conf11,-6.7,15.461,13.391
6w4hpdbqt_ZINC000001530601conf11,-6.7,13.157,11.384
6w4hpdbqt_ZINC000001530601conf11,-6.6,15.59,13.651
6w4hpdbqt_ZINC000001530601conf11,-6.6,3.714,2.349
6w4hpdbqt_ZINC000001530601conf12,-7.6,0.0,0.0
6w4hpdbqt_ZINC000001530601conf12,-7.3,12.597,10.911
6w4hpdbqt_ZINC000001530601conf12,-7.0,2.14,1.343
6w4hpdbqt_ZINC000001530601conf12,-6.7,13.361,11.399
6w4hpdbqt_ZINC000001530601conf12,-6.5,15.594,13.521
6w4hpdbqt_ZINC000001530601conf12,-6.4,26.193,23.54
6w4hpdbqt_ZINC000001530601conf12,-6.4,25.366,22.939
6w4hpdbqt_ZINC000001530601conf12,-6.3,25.624,22.76
6w4hpdbqt_ZINC000001530601conf12,-6.3,4.785,3.557
6w4hpdbqt_ZINC000001530601conf2,-6.9,0.0,0.0
6w4hpdbqt_ZINC000001530601conf2,-6.7,12.347,10.675
6w4hpdbqt_ZINC000001530601conf2,-6.2,3.809,2.061
6w4hpdbqt_ZINC000001530601conf2,-5.9,5.846,3.672
6w4hpdbqt_ZINC000001530601conf2,-5.9,7.834,3.471
6w4hpdbqt_ZINC000001530601conf2,-5.9,13.253,11.033
6w4hpdbqt_ZINC000001530601conf2,-5.9,8.489,3.975
6w4hpdbqt_ZINC000001530601conf2,-5.8,7.556,4.257
6w4hpdbqt_ZINC000001530601conf2,-5.7,4.051,2.389
6w4hpdbqt_ZINC000001530601conf3,-6.9,0.0,0.0
6w4hpdbqt_ZINC000001530601conf3,-6.8,1.956,0.922
6w4hpdbqt_ZINC000001530601conf3,-6.6,13.004,11.119
6w4hpdbqt_ZINC000001530601conf3,-6.3,3.905,2.078
6w4hpdbqt_ZINC000001530601conf3,-6.0,13.468,11.381
6w4hpdbqt_ZINC000001530601conf3,-6.0,21.272,17.402
6w4hpdbqt_ZINC000001530601conf3,-5.9,4.23,2.452
6w4hpdbqt_ZINC000001530601conf3,-5.8,8.41,3.885
6w4hpdbqt_ZINC000001530601conf3,-5.7,21.421,17.49
6w4hpdbqt_ZINC000001530601conf4,-7.6,0.0,0.0
6w4hpdbqt_ZINC000001530601conf4,-7.3,13.049,11.301
6w4hpdbqt_ZINC000001530601conf4,-7.2,12.984,11.103
6w4hpdbqt_ZINC000001530601conf4,-7.0,1.975,1.254
6w4hpdbqt_ZINC000001530601conf4,-7.0,2.531,1.318
6w4hpdbqt_ZINC000001530601conf4,-7.0,14.782,11.991
6w4hpdbqt_ZINC000001530601conf4,-6.6,16.723,14.77
6w4hpdbqt_ZINC000001530601conf4,-6.6,16.537,14.313
6w4hpdbqt_ZINC000001530601conf4,-6.6,13.641,11.535
6w4hpdbqt_ZINC000001530601conf5,-7.8,0.0,0.0
6w4hpdbqt_ZINC000001530601conf5,-7.6,12.286,10.625
6w4hpdbqt_ZINC000001530601conf5,-7.4,12.402,10.753
6w4hpdbqt_ZINC000001530601conf5,-6.9,16.19,14.509
6w4hpdbqt_ZINC000001530601conf5,-6.8,14.457,11.764
6w4hpdbqt_ZINC000001530601conf5,-6.8,13.559,11.944
6w4hpdbqt_ZINC000001530601conf5,-6.8,15.187,13.073
6w4hpdbqt_ZINC000001530601conf5,-6.8,13.332,11.285
6w4hpdbqt_ZINC000001530601conf5,-6.7,15.151,13.254
6w4hpdbqt_ZINC000001530601conf6,-7.6,0.0,0.0
6w4hpdbqt_ZINC000001530601conf6,-7.4,12.765,11.089
6w4hpdbqt_ZINC000001530601conf6,-7.1,2.117,0.965
6w4hpdbqt_ZINC000001530601conf6,-6.9,14.685,11.997
6w4hpdbqt_ZINC000001530601conf6,-6.7,13.517,11.518
6w4hpdbqt_ZINC000001530601conf6,-6.5,15.63,13.464
6w4hpdbqt_ZINC000001530601conf6,-6.4,26.169,23.704
6w4hpdbqt_ZINC000001530601conf6,-6.3,12.902,10.847
6w4hpdbqt_ZINC000001530601conf6,-6.3,2.836,2.104
6w4hpdbqt_ZINC000001530601conf7,-7.4,0.0,0.0
6w4hpdbqt_ZINC000001530601conf7,-7.3,13.124,11.263
6w4hpdbqt_ZINC000001530601conf7,-7.2,12.635,10.803
6w4hpdbqt_ZINC000001530601conf7,-6.6,13.631,11.479
6w4hpdbqt_ZINC000001530601conf7,-6.6,2.565,1.321
6w4hpdbqt_ZINC000001530601conf7,-6.4,3.462,1.973
6w4hpdbqt_ZINC000001530601conf7,-6.4,13.898,11.843
6w4hpdbqt_ZINC000001530601conf7,-6.3,26.675,24.368
6w4hpdbqt_ZINC000001530601conf7,-6.2,13.292,11.161
6w4hpdbqt_ZINC000001530601conf8,-7.7,0.0,0.0
6w4hpdbqt_ZINC000001530601conf8,-7.7,12.667,11.056
6w4hpdbqt_ZINC000001530601conf8,-7.4,12.49,10.821
6w4hpdbqt_ZINC000001530601conf8,-7.4,1.993,1.098
6w4hpdbqt_ZINC000001530601conf8,-7.1,13.156,11.394
6w4hpdbqt_ZINC000001530601conf8,-7.0,1.925,1.041
6w4hpdbqt_ZINC000001530601conf8,-6.9,16.497,14.975
6w4hpdbqt_ZINC000001530601conf8,-6.8,3.856,2.312
6w4hpdbqt_ZINC000001530601conf8,-6.7,13.576,11.579
6w4hpdbqt_ZINC000001530601conf9,-7.8,0.0,0.0
6w4hpdbqt_ZINC000001530601conf9,-7.8,12.441,10.695
6w4hpdbqt_ZINC000001530601conf9,-7.7,12.206,10.483
6w4hpdbqt_ZINC000001530601conf9,-7.2,12.969,11.112
6w4hpdbqt_ZINC000001530601conf9,-7.0,16.067,14.229
6w4hpdbqt_ZINC000001530601conf9,-7.0,13.022,10.832
6w4hpdbqt_ZINC000001530601conf9,-6.9,13.454,11.665
6w4hpdbqt_ZINC000001530601conf9,-6.9,14.895,12.994
6w4hpdbqt_ZINC000001530601conf9,-6.8,26.244,23.124
6w4hpdbqt_ZINC000001530617conf1,-6.4,0.0,0.0
6w4hpdbqt_ZINC000001530617conf1,-6.4,2.345,1.47
6w4hpdbqt_ZINC000001530617conf1,-6.0,4.624,2.119
6w4hpdbqt_ZINC000001530617conf1,-5.8,31.873,29.005
6w4hpdbqt_ZINC000001530617conf1,-5.8,4.734,1.69
6w4hpdbqt_ZINC000001530617conf1,-5.8,3.28,2.33
6w4hpdbqt_ZINC000001530617conf1,-5.8,5.025,2.741
6w4hpdbqt_ZINC000001530617conf1,-5.8,5.606,2.075
6w4hpdbqt_ZINC000001530617conf1,-5.7,12.07,9.533
6w4hpdbqt_ZINC000001530617conf2,-6.1,0.0,0.0
6w4hpdbqt_ZINC000001530617conf2,-5.9,2.304,1.325
6w4hpdbqt_ZINC000001530617conf2,-5.9,31.165,28.376
6w4hpdbqt_ZINC000001530617conf2,-5.8,12.829,9.657
6w4hpdbqt_ZINC000001530617conf2,-5.7,5.502,2.342
6w4hpdbqt_ZINC000001530617conf2,-5.7,2.794,1.671
6w4hpdbqt_ZINC000001530617conf2,-5.6,12.991,9.981
6w4hpdbqt_ZINC000001530617conf2,-5.6,31.539,29.138
6w4hpdbqt_ZINC000001530617conf2,-5.4,31.832,29.763
6w4hpdbqt_ZINC000001530617conf3,-6.7,0.0,0.0
6w4hpdbqt_ZINC000001530617conf3,-6.6,1.611,1.266
6w4hpdbqt_ZINC000001530617conf3,-6.4,2.171,0.751
6w4hpdbqt_ZINC000001530617conf3,-6.4,4.19,2.213
6w4hpdbqt_ZINC000001530617conf3,-6.2,2.473,1.466
6w4hpdbqt_ZINC000001530617conf3,-6.2,3.717,1.754
6w4hpdbqt_ZINC000001530617conf3,-6.2,5.477,3.001
6w4hpdbqt_ZINC000001530617conf3,-6.1,5.03,2.752
6w4hpdbqt_ZINC000001530617conf3,-6.1,31.483,28.652
6w4hpdbqt_ZINC000001530617conf4,-6.2,0.0,0.0
6w4hpdbqt_ZINC000001530617conf4,-6.2,32.458,29.789
6w4hpdbqt_ZINC000001530617conf4,-6.1,32.363,29.701
6w4hpdbqt_ZINC000001530617conf4,-6.1,14.249,11.515
6w4hpdbqt_ZINC000001530617conf4,-6.0,18.001,14.976
6w4hpdbqt_ZINC000001530617conf4,-5.9,34.683,32.021
6w4hpdbqt_ZINC000001530617conf4,-5.9,17.111,14.238
6w4hpdbqt_ZINC000001530617conf4,-5.8,33.374,30.207
6w4hpdbqt_ZINC000001530617conf4,-5.8,21.276,18.59
6w4hpdbqt_ZINC000001530617conf5,-6.4,0.0,0.0
6w4hpdbqt_ZINC000001530617conf5,-6.1,4.146,2.109
6w4hpdbqt_ZINC000001530617conf5,-6.1,4.993,2.44
6w4hpdbqt_ZINC000001530617conf5,-6.0,5.074,1.925
6w4hpdbqt_ZINC000001530617conf5,-6.0,4.17,2.258
6w4hpdbqt_ZINC000001530617conf5,-6.0,3.956,1.964
6w4hpdbqt_ZINC000001530617conf5,-5.7,31.325,28.495
6w4hpdbqt_ZINC000001530617conf5,-5.6,12.394,9.834
6w4hpdbqt_ZINC000001530617conf5,-5.6,31.778,29.056
6w4hpdbqt_ZINC000001530617conf6,-6.4,0.0,0.0
6w4hpdbqt_ZINC000001530617conf6,-6.3,3.214,1.761
6w4hpdbqt_ZINC000001530617conf6,-6.3,3.008,1.672
6w4hpdbqt_ZINC000001530617conf6,-6.0,4.591,2.093
6w4hpdbqt_ZINC000001530617conf6,-5.9,5.628,2.053
6w4hpdbqt_ZINC000001530617conf6,-5.9,11.948,9.494
6w4hpdbqt_ZINC000001530617conf6,-5.8,31.773,28.987
6w4hpdbqt_ZINC000001530617conf6,-5.8,4.875,1.709
6w4hpdbqt_ZINC000001530617conf6,-5.8,3.29,2.306
6w4hpdbqt_ZINC000001530617conf7,-6.5,0.0,0.0
6w4hpdbqt_ZINC000001530617conf7,-6.4,3.26,1.738
6w4hpdbqt_ZINC000001530617conf7,-6.4,2.516,1.416
6w4hpdbqt_ZINC000001530617conf7,-6.1,4.957,2.479
6w4hpdbqt_ZINC000001530617conf7,-6.0,4.963,1.954
6w4hpdbqt_ZINC000001530617conf7,-5.9,2.549,1.327
6w4hpdbqt_ZINC000001530617conf7,-5.9,12.366,9.963
6w4hpdbqt_ZINC000001530617conf7,-5.9,3.083,1.827
6w4hpdbqt_ZINC000001530617conf7,-5.8,4.54,2.383
6w4hpdbqt_ZINC000001530617conf8,-6.4,0.0,0.0
6w4hpdbqt_ZINC000001530617conf8,-6.4,4.953,2.387
6w4hpdbqt_ZINC000001530617conf8,-6.4,2.053,1.174
6w4hpdbqt_ZINC000001530617conf8,-6.4,4.201,2.163
6w4hpdbqt_ZINC000001530617conf8,-6.3,12.391,9.746
6w4hpdbqt_ZINC000001530617conf8,-6.2,4.778,2.339
6w4hpdbqt_ZINC000001530617conf8,-6.1,31.258,28.565
6w4hpdbqt_ZINC000001530617conf8,-6.1,31.239,28.545
6w4hpdbqt_ZINC000001530617conf8,-6.1,3.331,1.761
6w4hpdbqt_ZINC000001530617conf9,-6.7,0.0,0.0
6w4hpdbqt_ZINC000001530617conf9,-6.5,2.337,1.465
6w4hpdbqt_ZINC000001530617conf9,-6.3,2.421,1.393
6w4hpdbqt_ZINC000001530617conf9,-6.0,4.533,1.948
6w4hpdbqt_ZINC000001530617conf9,-6.0,4.808,2.6
6w4hpdbqt_ZINC000001530617conf9,-6.0,4.492,1.835
6w4hpdbqt_ZINC000001530617conf9,-5.9,4.736,1.95
6w4hpdbqt_ZINC000001530617conf9,-5.9,5.107,2.893
6w4hpdbqt_ZINC000001530617conf9,-5.8,31.542,28.654
6w4hpdbqt_ZINC000001530788conf1,-7.9,0.0,0.0
6w4hpdbqt_ZINC000001530788conf1,-7.4,4.832,2.186
6w4hpdbqt_ZINC000001530788conf1,-7.3,32.931,29.944
6w4hpdbqt_ZINC000001530788conf1,-7.3,5.894,2.287
6w4hpdbqt_ZINC000001530788conf1,-7.2,5.425,2.216
6w4hpdbqt_ZINC000001530788conf1,-7.2,34.965,32.028
6w4hpdbqt_ZINC000001530788conf1,-7.2,33.178,30.233
6w4hpdbqt_ZINC000001530788conf1,-7.1,6.41,2.466
6w4hpdbqt_ZINC000001530788conf1,-7.0,4.265,2.408
6w4hpdbqt_ZINC000001530788conf10,-7.8,0.0,0.0
6w4hpdbqt_ZINC000001530788conf10,-7.8,32.156,28.909
6w4hpdbqt_ZINC000001530788conf10,-7.8,5.948,2.274
6w4hpdbqt_ZINC000001530788conf10,-7.8,6.563,2.748
6w4hpdbqt_ZINC000001530788conf10,-7.6,4.942,1.695
6w4hpdbqt_ZINC000001530788conf10,-7.5,6.986,2.937
6w4hpdbqt_ZINC000001530788conf10,-7.4,6.387,2.983
6w4hpdbqt_ZINC000001530788conf10,-7.4,31.672,28.597
6w4hpdbqt_ZINC000001530788conf10,-7.2,31.34,27.565
6w4hpdbqt_ZINC000001530788conf2,-8.0,0.0,0.0
6w4hpdbqt_ZINC000001530788conf2,-7.9,7.738,2.311
6w4hpdbqt_ZINC000001530788conf2,-7.8,14.603,11.685
6w4hpdbqt_ZINC000001530788conf2,-7.7,33.739,30.786
6w4hpdbqt_ZINC000001530788conf2,-7.7,5.685,2.662
6w4hpdbqt_ZINC000001530788conf2,-7.6,4.982,2.218
6w4hpdbqt_ZINC000001530788conf2,-7.6,15.371,12.148
6w4hpdbqt_ZINC000001530788conf2,-7.5,5.271,1.988
6w4hpdbqt_ZINC000001530788conf2,-7.5,34.029,30.634
6w4hpdbqt_ZINC000001530788conf3,-9.1,0.0,0.0
6w4hpdbqt_ZINC000001530788conf3,-8.6,7.756,1.283
6w4hpdbqt_ZINC000001530788conf3,-8.4,4.557,2.01
6w4hpdbqt_ZINC000001530788conf3,-8.4,8.842,5.863
6w4hpdbqt_ZINC000001530788conf3,-8.4,37.488,35.995
6w4hpdbqt_ZINC000001530788conf3,-8.3,5.283,2.403
6w4hpdbqt_ZINC000001530788conf3,-8.2,32.664,28.898
6w4hpdbqt_ZINC000001530788conf3,-8.2,6.607,3.351
