zinc_id,smiles
ZINC000086049800,CC(C)CCO[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
ZINC000150357278,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCC
ZINC000014586071,CC[C@H](C)C(=O)c1c(O)c(CC=C(C)C)c(O)c2c([C@@H](CC)OC(C)=O)cc(=O)oc12
ZINC000085589505,CCCCC[C@@H](O)/C=C/[C@@H]1[C@@H](SC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCC(=O)O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
ZINC000150376817,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC
ZINC000000000098,CC(C)(C)NC[C@H](O)c1cc(Br)no1
ZINC000042808003,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](C(=O)c1ccc(O)c(c1)-c1cc(ccc1OC)C[C@H]3N(C)CC2)N(C)CC4
ZINC000118937392,C=C(C)[C@@H]1CC[C@@]2(C(=O)O)CC[C@@]3(C)[C@@H](CC[C@H]4[C@]3(C)CC[C@H]3C(C)(C)[C@H](OC(=O)/C=C/c5ccc(O)c(O)c5)[C@H](O)C[C@@]34C)[C@H]12
ZINC000100828824,O=C1c2c(-c3ccc(O)cc3)ccc3ccc4c(c23)[C@@H]2[C@@H]3c5c(ccc6ccc(-c7ccccc7)c(c56)C(=O)[C@]3(O)O4)O[C@]12O
ZINC000150363838,CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC
ZINC000257533562,CC(C)(O)[C@@H]1O[C@]2(O)CC[C@]3(C)[C@](O)(CC[C@@H]4Cc5c([nH]c6ccccc56)[C@]43C)C2=CC1=O
ZINC000013780123,CCCOc1ccc2[nH]c3cnc(OCCC)c(COC)c3c2c1
ZINC000001531600,CC(C)=CCC[C@@H](C)CC=O
ZINC000119263347,C=C(C)[C@H](CC)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C
ZINC000254442034,CCCCC(=O)O[C@@]1(C(=O)CO)CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3[C@H](O)C[C@@]21C
ZINC000100519324,CCCC[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12
ZINC000026643109,CCO[P@](=O)(O)N[C@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)NC)[C@@H](C)CC
ZINC000104367234,CC(=O)/C=C/[C@H]1[C@](C)(O)[C@@H](OC(C)=O)[C@@H](O)[C@H]2C(C)(C)CCC[C@@]21C
ZINC000257546474,COc1ccc(-c2oc3cc(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)c3c(=O)c2O[C@H]2O[C@@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)cc1
ZINC000257442509,COc1ccc(-c2cc(=O)c3c(O)cc(O)c(O[C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4OS(=O)(=O)O)c3o2)cc1
ZINC000039293137,O[C@@H]1NC[C@@H](O)[C@H](O)[C@@H]1O
ZINC000003925433,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/C=C/C(O)(CC)CC)C[C@@H](O)C[C@@H]1O
ZINC000001704714,COc1ccc([C@@H](O)CNC(=O)c2ccccc2)cc1
