Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6w4hpdbqt_ZINC000003916214conf5,-8.9,0.0,0.0
6w4hpdbqt_ZINC000003916214conf6,-8.8,0.0,0.0
6w4hpdbqt_ZINC000003916214conf7,-8.7,0.0,0.0
6w4hpdbqt_ZINC000003916214conf8,-8.8,0.0,0.0
6w4hpdbqt_ZINC000003916214conf9,-8.8,0.0,0.0
6w4hpdbqt_ZINC000003921872conf1,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003921872conf10,-8.5,0.0,0.0
6w4hpdbqt_ZINC000003921872conf11,-8.1,0.0,0.0
6w4hpdbqt_ZINC000003921872conf12,-8.3,0.0,0.0
6w4hpdbqt_ZINC000003921872conf13,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003921872conf14,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003921872conf2,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003921872conf3,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003921872conf4,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003921872conf5,-8.5,0.0,0.0
6w4hpdbqt_ZINC000003921872conf6,-8.6,0.0,0.0
6w4hpdbqt_ZINC000003921872conf7,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003921872conf8,-8.0,0.0,0.0
6w4hpdbqt_ZINC000003921872conf9,-8.4,0.0,0.0
6w4hpdbqt_ZINC000003944422conf1,-9.4,0.0,0.0
6w4hpdbqt_ZINC000003944422conf2,-9.4,0.0,0.0
6w4hpdbqt_ZINC000003944422conf3,-8.8,0.0,0.0
6w4hpdbqt_ZINC000003944422conf4,-9.5,0.0,0.0
6w4hpdbqt_ZINC000003944422conf5,-8.6,0.0,0.0
6w4hpdbqt_ZINC000003944422conf6,-9.0,0.0,0.0
6w4hpdbqt_ZINC000003944422conf7,-8.4,0.0,0.0
6w4hpdbqt_ZINC000003944422conf8,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003977952conf1,-7.3,0.0,0.0
6w4hpdbqt_ZINC000003977952conf2,-7.2,0.0,0.0
6w4hpdbqt_ZINC000003977952conf3,-7.4,0.0,0.0
6w4hpdbqt_ZINC000003977952conf4,-7.3,0.0,0.0
6w4hpdbqt_ZINC000003977952conf5,-7.1,0.0,0.0
6w4hpdbqt_ZINC000003977952conf6,-7.0,0.0,0.0
6w4hpdbqt_ZINC000003977952conf7,-7.0,0.0,0.0
6w4hpdbqt_ZINC000003977952conf8,-7.2,0.0,0.0
6w4hpdbqt_ZINC000003978006conf1,-8.2,0.0,0.0
6w4hpdbqt_ZINC000003978006conf2,-8.1,0.0,0.0
6w4hpdbqt_ZINC000003978006conf3,-7.5,0.0,0.0
6w4hpdbqt_ZINC000003978006conf4,-7.8,0.0,0.0
6w4hpdbqt_ZINC000003978006conf5,-7.7,0.0,0.0
6w4hpdbqt_ZINC000003978006conf6,-7.5,0.0,0.0
6w4hpdbqt_ZINC000003978006conf7,-7.5,0.0,0.0
6w4hpdbqt_ZINC000003978006conf8,-7.7,0.0,0.0
6w4hpdbqt_ZINC000003978006conf9,-7.5,0.0,0.0
6w4hpdbqt_ZINC000003989268conf1,-9.6,0.0,0.0
6w4hpdbqt_ZINC000003989268conf10,-8.8,0.0,0.0
6w4hpdbqt_ZINC000003989268conf11,-9.1,0.0,0.0
6w4hpdbqt_ZINC000003989268conf2,-8.6,0.0,0.0
6w4hpdbqt_ZINC000003989268conf3,-9.4,0.0,0.0
6w4hpdbqt_ZINC000003989268conf4,-9.4,0.0,0.0
6w4hpdbqt_ZINC000003989268conf5,-8.6,0.0,0.0
6w4hpdbqt_ZINC000003989268conf6,-8.7,0.0,0.0
6w4hpdbqt_ZINC000003989268conf7,-8.4,0.0,0.0
6w4hpdbqt_ZINC000003989268conf8,-9.0,0.0,0.0
6w4hpdbqt_ZINC000003989268conf9,-8.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf1,-7.0,0.0,0.0
6w4hpdbqt_ZINC000003995811conf10,-7.8,0.0,0.0
6w4hpdbqt_ZINC000003995811conf11,-7.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf12,-8.0,0.0,0.0
6w4hpdbqt_ZINC000003995811conf13,-6.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf14,-6.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf15,-7.2,0.0,0.0
6w4hpdbqt_ZINC000003995811conf16,-6.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf2,-6.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf3,-6.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf4,-6.8,0.0,0.0
6w4hpdbqt_ZINC000003995811conf5,-7.0,0.0,0.0
6w4hpdbqt_ZINC000003995811conf6,-7.1,0.0,0.0
6w4hpdbqt_ZINC000003995811conf7,-6.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf8,-6.9,0.0,0.0
6w4hpdbqt_ZINC000003995811conf9,-6.8,0.0,0.0
6w4hpdbqt_ZINC000004095696conf1,-7.2,0.0,0.0
6w4hpdbqt_ZINC000004095696conf10,-7.1,0.0,0.0
6w4hpdbqt_ZINC000004095696conf11,-7.4,0.0,0.0
6w4hpdbqt_ZINC000004095696conf12,-7.2,0.0,0.0
6w4hpdbqt_ZINC000004095696conf13,-7.3,0.0,0.0
6w4hpdbqt_ZINC000004095696conf14,-7.4,0.0,0.0
6w4hpdbqt_ZINC000004095696conf2,-7.2,0.0,0.0
6w4hpdbqt_ZINC000004095696conf3,-7.3,0.0,0.0
6w4hpdbqt_ZINC000004095696conf4,-7.2,0.0,0.0
6w4hpdbqt_ZINC000004095696conf5,-7.3,0.0,0.0
6w4hpdbqt_ZINC000004095696conf6,-7.1,0.0,0.0
6w4hpdbqt_ZINC000004095696conf7,-7.4,0.0,0.0
6w4hpdbqt_ZINC000004095696conf8,-7.2,0.0,0.0
6w4hpdbqt_ZINC000004095696conf9,-7.2,0.0,0.0
6w4hpdbqt_ZINC000004097309conf1,-8.6,0.0,0.0
6w4hpdbqt_ZINC000004097467conf1,-8.6,0.0,0.0
6w4hpdbqt_ZINC000004097467conf2,-8.7,0.0,0.0
6w4hpdbqt_ZINC000004097467conf3,-8.9,0.0,0.0
6w4hpdbqt_ZINC000004097467conf4,-8.5,0.0,0.0
6w4hpdbqt_ZINC000004097467conf5,-8.4,0.0,0.0
6w4hpdbqt_ZINC000004215234conf1,-8.2,0.0,0.0
6w4hpdbqt_ZINC000004215234conf2,-8.4,0.0,0.0
6w4hpdbqt_ZINC000004215234conf3,-7.8,0.0,0.0
6w4hpdbqt_ZINC000004215234conf4,-8.4,0.0,0.0
6w4hpdbqt_ZINC000004215234conf5,-7.8,0.0,0.0
6w4hpdbqt_ZINC000004215234conf6,-8.1,0.0,0.0
6w4hpdbqt_ZINC000004215234conf7,-8.6,0.0,0.0
6w4hpdbqt_ZINC000004215234conf8,-7.8,0.0,0.0
6w4hpdbqt_ZINC000004215234conf9,-8.5,0.0,0.0
6w4hpdbqt_ZINC000004693574conf1,-7.2,0.0,0.0
6w4hpdbqt_ZINC000004693574conf2,-7.5,0.0,0.0
6w4hpdbqt_ZINC000004693574conf3,-7.4,0.0,0.0
6w4hpdbqt_ZINC000004693574conf4,-7.3,0.0,0.0
6w4hpdbqt_ZINC000004693574conf5,-7.3,0.0,0.0
6w4hpdbqt_ZINC000004693574conf6,-7.3,0.0,0.0
6w4hpdbqt_ZINC000004693574conf7,-7.1,0.0,0.0
6w4hpdbqt_ZINC000005224188conf1,-2.9,0.0,0.0
6w4hpdbqt_ZINC000016052277conf1,-8.1,0.0,0.0
6w4hpdbqt_ZINC000016052277conf2,-7.9,0.0,0.0
6w4hpdbqt_ZINC000016052277conf3,-8.1,0.0,0.0
6w4hpdbqt_ZINC000019203912conf1,-8.8,0.0,0.0
6w4hpdbqt_ZINC000019203912conf10,-8.8,0.0,0.0
6w4hpdbqt_ZINC000019203912conf11,-8.8,0.0,0.0
6w4hpdbqt_ZINC000019203912conf2,-8.8,0.0,0.0
6w4hpdbqt_ZINC000019203912conf3,-8.7,0.0,0.0
6w4hpdbqt_ZINC000019203912conf4,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019203912conf5,-8.8,0.0,0.0
6w4hpdbqt_ZINC000019203912conf6,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019203912conf7,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019203912conf8,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019203912conf9,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019594599conf1,-7.0,0.0,0.0
6w4hpdbqt_ZINC000019594599conf2,-7.0,0.0,0.0
6w4hpdbqt_ZINC000019594599conf3,-7.0,0.0,0.0
6w4hpdbqt_ZINC000019594599conf4,-7.0,0.0,0.0
6w4hpdbqt_ZINC000019796168conf1,-8.4,0.0,0.0
6w4hpdbqt_ZINC000019796168conf2,-8.4,0.0,0.0
6w4hpdbqt_ZINC000019796168conf3,-8.2,0.0,0.0
6w4hpdbqt_ZINC000019796168conf4,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019796168conf5,-8.5,0.0,0.0
6w4hpdbqt_ZINC000019796168conf6,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019796168conf7,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019796168conf8,-8.6,0.0,0.0
6w4hpdbqt_ZINC000019796168conf9,-8.4,0.0,0.0
6w4hpdbqt_ZINC000026011099conf1,-7.9,0.0,0.0
6w4hpdbqt_ZINC000026011099conf2,-7.8,0.0,0.0
6w4hpdbqt_ZINC000026011099conf3,-7.8,0.0,0.0
6w4hpdbqt_ZINC000026985532conf1,-9.5,0.0,0.0
6w4hpdbqt_ZINC000026985532conf2,-9.5,0.0,0.0
6w4hpdbqt_ZINC000026985532conf3,-9.5,0.0,0.0
6w4hpdbqt_ZINC000026985532conf4,-9.4,0.0,0.0
6w4hpdbqt_ZINC000026985532conf5,-9.4,0.0,0.0
6w4hpdbqt_ZINC000026985532conf6,-9.5,0.0,0.0
6w4hpdbqt_ZINC000026985532conf7,-9.4,0.0,0.0
6w4hpdbqt_ZINC000026985532conf8,-10.4,0.0,0.0
6w4hpdbqt_ZINC000026985532conf9,-9.5,0.0,0.0
6w4hpdbqt_ZINC000033943508conf1,-8.7,0.0,0.0
6w4hpdbqt_ZINC000033943508conf2,-8.3,0.0,0.0
6w4hpdbqt_ZINC000033943508conf3,-8.5,0.0,0.0
6w4hpdbqt_ZINC000033943508conf4,-9.0,0.0,0.0
6w4hpdbqt_ZINC000033943508conf5,-9.0,0.0,0.0
6w4hpdbqt_ZINC000033943508conf6,-8.9,0.0,0.0
6w4hpdbqt_ZINC000035999642conf1,-6.6,0.0,0.0
6w4hpdbqt_ZINC000035999642conf10,-7.3,0.0,0.0
6w4hpdbqt_ZINC000035999642conf11,-7.1,0.0,0.0
6w4hpdbqt_ZINC000035999642conf2,-7.0,0.0,0.0
6w4hpdbqt_ZINC000035999642conf3,-7.0,0.0,0.0
6w4hpdbqt_ZINC000035999642conf4,-7.2,0.0,0.0
6w4hpdbqt_ZINC000035999642conf5,-7.0,0.0,0.0
6w4hpdbqt_ZINC000035999642conf6,-6.3,0.0,0.0
6w4hpdbqt_ZINC000035999642conf7,-7.2,0.0,0.0
6w4hpdbqt_ZINC000035999642conf8,-6.2,0.0,0.0
6w4hpdbqt_ZINC000035999642conf9,-6.7,0.0,0.0
6w4hpdbqt_ZINC000036766734conf1,-7.9,0.0,0.0
6w4hpdbqt_ZINC000036766734conf2,-7.8,0.0,0.0
6w4hpdbqt_ZINC000036766734conf3,-8.0,0.0,0.0
6w4hpdbqt_ZINC000036766734conf4,-7.8,0.0,0.0
6w4hpdbqt_ZINC000052971887conf1,-5.2,0.0,0.0
6w4hpdbqt_ZINC000052971887conf10,-5.3,0.0,0.0
6w4hpdbqt_ZINC000052971887conf11,-5.3,0.0,0.0
6w4hpdbqt_ZINC000052971887conf12,-4.9,0.0,0.0
6w4hpdbqt_ZINC000052971887conf2,-5.4,0.0,0.0
6w4hpdbqt_ZINC000052971887conf3,-5.7,0.0,0.0
6w4hpdbqt_ZINC000052971887conf4,-5.4,0.0,0.0
6w4hpdbqt_ZINC000052971887conf5,-5.1,0.0,0.0
6w4hpdbqt_ZINC000052971887conf6,-5.4,0.0,0.0
6w4hpdbqt_ZINC000052971887conf7,-5.3,0.0,0.0
6w4hpdbqt_ZINC000052971887conf8,-5.3,0.0,0.0
6w4hpdbqt_ZINC000052971887conf9,-5.1,0.0,0.0
6w4hpdbqt_ZINC000068202099conf1,-8.5,0.0,0.0
6w4hpdbqt_ZINC000068202099conf2,-8.7,0.0,0.0
6w4hpdbqt_ZINC000068202099conf3,-10.3,0.0,0.0
6w4hpdbqt_ZINC000068202099conf4,-9.0,0.0,0.0
6w4hpdbqt_ZINC000068202099conf5,-8.9,0.0,0.0
6w4hpdbqt_ZINC000068202099conf6,-9.7,0.0,0.0
6w4hpdbqt_ZINC000068202099conf7,-9.0,0.0,0.0
6w4hpdbqt_ZINC000068202099conf8,-8.9,0.0,0.0
6w4hpdbqt_ZINC000068202099conf9,-9.1,0.0,0.0
6w4hpdbqt_ZINC000072316335conf1,-7.8,0.0,0.0
6w4hpdbqt_ZINC000072316335conf10,-8.6,0.0,0.0
6w4hpdbqt_ZINC000072316335conf11,-8.4,0.0,0.0
6w4hpdbqt_ZINC000072316335conf12,-8.4,0.0,0.0
6w4hpdbqt_ZINC000072316335conf13,-8.9,0.0,0.0
6w4hpdbqt_ZINC000072316335conf2,-8.5,0.0,0.0
6w4hpdbqt_ZINC000072316335conf3,-8.2,0.0,0.0
6w4hpdbqt_ZINC000072316335conf4,-8.7,0.0,0.0
6w4hpdbqt_ZINC000072316335conf5,-8.8,0.0,0.0
6w4hpdbqt_ZINC000072316335conf6,-8.2,0.0,0.0
6w4hpdbqt_ZINC000072316335conf7,-8.4,0.0,0.0
6w4hpdbqt_ZINC000072316335conf8,-8.4,0.0,0.0
6w4hpdbqt_ZINC000072316335conf9,-8.6,0.0,0.0
6w4hpdbqt_ZINC000084400879conf1,-8.6,0.0,0.0
6w4hpdbqt_ZINC000084400879conf10,-8.2,0.0,0.0
6w4hpdbqt_ZINC000084400879conf11,-7.5,0.0,0.0
6w4hpdbqt_ZINC000084400879conf12,-7.6,0.0,0.0
6w4hpdbqt_ZINC000084400879conf13,-8.5,0.0,0.0
6w4hpdbqt_ZINC000084400879conf14,-7.6,0.0,0.0
6w4hpdbqt_ZINC000084400879conf15,-8.4,0.0,0.0
6w4hpdbqt_ZINC000084400879conf2,-6.9,0.0,0.0
6w4hpdbqt_ZINC000084400879conf3,-8.4,0.0,0.0
6w4hpdbqt_ZINC000084400879conf4,-8.5,0.0,0.0
6w4hpdbqt_ZINC000084400879conf5,-7.8,0.0,0.0
6w4hpdbqt_ZINC000084400879conf6,-7.4,0.0,0.0
6w4hpdbqt_ZINC000084400879conf7,-7.6,0.0,0.0
6w4hpdbqt_ZINC000084400879conf8,-7.7,0.0,0.0
6w4hpdbqt_ZINC000084400879conf9,-7.6,0.0,0.0
6w4hpdbqt_ZINC000095564694conf1,-6.9,0.0,0.0
6w4hpdbqt_ZINC000095564694conf10,-6.7,0.0,0.0
6w4hpdbqt_ZINC000095564694conf11,-6.7,0.0,0.0
6w4hpdbqt_ZINC000095564694conf12,-5.9,0.0,0.0
6w4hpdbqt_ZINC000095564694conf13,-6.9,0.0,0.0
6w4hpdbqt_ZINC000095564694conf14,-6.3,0.0,0.0
6w4hpdbqt_ZINC000095564694conf15,-6.9,0.0,0.0
6w4hpdbqt_ZINC000095564694conf16,-6.8,0.0,0.0
6w4hpdbqt_ZINC000095564694conf2,-6.9,0.0,0.0
6w4hpdbqt_ZINC000095564694conf3,-7.0,0.0,0.0
6w4hpdbqt_ZINC000095564694conf4,-6.3,0.0,0.0
6w4hpdbqt_ZINC000095564694conf5,-6.8,0.0,0.0
6w4hpdbqt_ZINC000095564694conf6,-6.8,0.0,0.0
6w4hpdbqt_ZINC000095564694conf7,-6.5,0.0,0.0
6w4hpdbqt_ZINC000095564694conf8,-6.7,0.0,0.0
6w4hpdbqt_ZINC000095564694conf9,-6.4,0.0,0.0
6w4hpdbqt_ZINC000100052267conf1,-6.7,0.0,0.0
6w4hpdbqt_ZINC000100052267conf2,-7.5,0.0,0.0
6w4hpdbqt_ZINC000100052267conf3,-6.7,0.0,0.0
6w4hpdbqt_ZINC000118912450conf1,-8.6,0.0,0.0
6w4hpdbqt_ZINC000145401681conf1,-8.2,0.0,0.0
6w4hpdbqt_ZINC000145401681conf10,-8.3,0.0,0.0
6w4hpdbqt_ZINC000145401681conf11,-8.4,0.0,0.0
6w4hpdbqt_ZINC000145401681conf2,-8.6,0.0,0.0
6w4hpdbqt_ZINC000145401681conf3,-8.5,0.0,0.0
6w4hpdbqt_ZINC000145401681conf4,-7.8,0.0,0.0
6w4hpdbqt_ZINC000145401681conf5,-8.2,0.0,0.0
6w4hpdbqt_ZINC000145401681conf6,-8.3,0.0,0.0
6w4hpdbqt_ZINC000145401681conf7,-8.6,0.0,0.0
6w4hpdbqt_ZINC000145401681conf8,-8.3,0.0,0.0
6w4hpdbqt_ZINC000145401681conf9,-8.3,0.0,0.0
6w4hpdbqt_ZINC000150338755conf1,-12.4,0.0,0.0
6w4hpdbqt_ZINC000150338755conf10,-11.2,0.0,0.0
6w4hpdbqt_ZINC000150338755conf11,-11.2,0.0,0.0
6w4hpdbqt_ZINC000150338755conf12,-11.2,0.0,0.0
6w4hpdbqt_ZINC000150338755conf13,-10.9,0.0,0.0
6w4hpdbqt_ZINC000150338755conf14,-10.7,0.0,0.0
6w4hpdbqt_ZINC000150338755conf15,-11.0,0.0,0.0
6w4hpdbqt_ZINC000150338755conf2,-10.9,0.0,0.0
6w4hpdbqt_ZINC000150338755conf3,-11.1,0.0,0.0
6w4hpdbqt_ZINC000150338755conf4,-10.9,0.0,0.0
6w4hpdbqt_ZINC000150338755conf5,-10.6,0.0,0.0
6w4hpdbqt_ZINC000150338755conf6,-10.5,0.0,0.0
6w4hpdbqt_ZINC000150338755conf7,-10.7,0.0,0.0
6w4hpdbqt_ZINC000150338755conf8,-10.7,0.0,0.0
6w4hpdbqt_ZINC000150338755conf9,-10.7,0.0,0.0
6w4hpdbqt_ZINC000150339323conf1,-7.3,0.0,0.0
6w4hpdbqt_ZINC000150339323conf10,-7.5,0.0,0.0
6w4hpdbqt_ZINC000150339323conf11,-7.4,0.0,0.0
6w4hpdbqt_ZINC000150339323conf2,-7.1,0.0,0.0
6w4hpdbqt_ZINC000150339323conf3,-7.4,0.0,0.0
6w4hpdbqt_ZINC000150339323conf4,-7.3,0.0,0.0
6w4hpdbqt_ZINC000150339323conf5,-7.2,0.0,0.0
6w4hpdbqt_ZINC000150339323conf6,-7.4,0.0,0.0
6w4hpdbqt_ZINC000150339323conf7,-7.0,0.0,0.0
6w4hpdbqt_ZINC000150339323conf8,-7.6,0.0,0.0
6w4hpdbqt_ZINC000150339323conf9,-7.4,0.0,0.0
6w4hpdbqt_ZINC000150601177conf1,-9.8,0.0,0.0
6w4hpdbqt_ZINC000150601177conf10,-10.6,0.0,0.0
6w4hpdbqt_ZINC000150601177conf2,-9.5,0.0,0.0
6w4hpdbqt_ZINC000150601177conf3,-9.6,0.0,0.0
6w4hpdbqt_ZINC000150601177conf4,-9.4,0.0,0.0
6w4hpdbqt_ZINC000150601177conf5,-9.5,0.0,0.0
6w4hpdbqt_ZINC000150601177conf6,-9.5,0.0,0.0
6w4hpdbqt_ZINC000150601177conf7,-9.4,0.0,0.0
6w4hpdbqt_ZINC000150601177conf8,-9.5,0.0,0.0
6w4hpdbqt_ZINC000150601177conf9,-10.0,0.0,0.0
6w4hpdbqt_ZINC000169289388conf1,-8.0,0.0,0.0
6w4hpdbqt_ZINC000169289388conf10,-8.9,0.0,0.0
6w4hpdbqt_ZINC000169289388conf11,-8.4,0.0,0.0
6w4hpdbqt_ZINC000169289388conf12,-8.9,0.0,0.0
6w4hpdbqt_ZINC000169289388conf13,-9.2,0.0,0.0
6w4hpdbqt_ZINC000169289388conf14,-9.6,0.0,0.0
6w4hpdbqt_ZINC000169289388conf2,-7.9,0.0,0.0
6w4hpdbqt_ZINC000169289388conf3,-8.5,0.0,0.0
6w4hpdbqt_ZINC000169289388conf4,-7.7,0.0,0.0
6w4hpdbqt_ZINC000169289388conf5,-8.4,0.0,0.0
6w4hpdbqt_ZINC000169289388conf6,-8.8,0.0,0.0
6w4hpdbqt_ZINC000169289388conf7,-7.5,0.0,0.0
6w4hpdbqt_ZINC000169289388conf8,-8.6,0.0,0.0
6w4hpdbqt_ZINC000169289388conf9,-8.1,0.0,0.0
6w4hpdbqt_ZINC000256097213conf1,-6.1,0.0,0.0
6w4hpdbqt_ZINC000256097213conf10,-6.5,0.0,0.0
6w4hpdbqt_ZINC000256097213conf11,-5.9,0.0,0.0
6w4hpdbqt_ZINC000256097213conf12,-6.5,0.0,0.0
6w4hpdbqt_ZINC000256097213conf13,-6.6,0.0,0.0
6w4hpdbqt_ZINC000256097213conf14,-6.8,0.0,0.0
6w4hpdbqt_ZINC000256097213conf2,-6.4,0.0,0.0
6w4hpdbqt_ZINC000256097213conf3,-6.2,0.0,0.0
6w4hpdbqt_ZINC000256097213conf4,-6.4,0.0,0.0
6w4hpdbqt_ZINC000256097213conf5,-6.3,0.0,0.0
6w4hpdbqt_ZINC000256097213conf6,-6.2,0.0,0.0
6w4hpdbqt_ZINC000256097213conf7,-6.5,0.0,0.0
6w4hpdbqt_ZINC000256097213conf8,-5.7,0.0,0.0
6w4hpdbqt_ZINC000256097213conf9,-6.1,0.0,0.0
