Ligand,Binding Affinity,rmsd/ub, rmsd/lb
6w4hpdbqt_Acebutololconf1,-6.8,0.0,0.0
6w4hpdbqt_Acebutololconf1,-6.6,5.563,3.391
6w4hpdbqt_Acebutololconf1,-6.6,3.188,2.656
6w4hpdbqt_Acebutololconf1,-6.6,7.762,2.034
6w4hpdbqt_Acebutololconf1,-6.3,38.486,37.35
6w4hpdbqt_Acebutololconf1,-6.3,8.322,1.752
6w4hpdbqt_Acebutololconf1,-6.3,38.454,37.327
6w4hpdbqt_Acebutololconf1,-6.1,8.484,1.517
6w4hpdbqt_Acebutololconf1,-6.1,12.82,8.703
6w4hpdbqt_Acebutololconf10,-6.7,0.0,0.0
6w4hpdbqt_Acebutololconf10,-6.7,7.793,1.706
6w4hpdbqt_Acebutololconf10,-6.6,8.417,3.111
6w4hpdbqt_Acebutololconf10,-6.6,12.996,10.625
6w4hpdbqt_Acebutololconf10,-6.5,31.279,27.862
6w4hpdbqt_Acebutololconf10,-6.5,2.674,2.019
6w4hpdbqt_Acebutololconf10,-6.5,19.267,15.827
6w4hpdbqt_Acebutololconf10,-6.4,15.158,11.882
6w4hpdbqt_Acebutololconf10,-6.3,4.641,3.499
6w4hpdbqt_Acebutololconf11,-6.9,0.0,0.0
6w4hpdbqt_Acebutololconf11,-6.9,3.239,2.614
6w4hpdbqt_Acebutololconf11,-6.8,7.943,1.951
6w4hpdbqt_Acebutololconf11,-6.7,5.382,3.357
6w4hpdbqt_Acebutololconf11,-6.5,3.577,2.172
6w4hpdbqt_Acebutololconf11,-6.3,8.395,1.585
6w4hpdbqt_Acebutololconf11,-6.3,8.511,1.996
6w4hpdbqt_Acebutololconf11,-6.2,31.856,30.361
6w4hpdbqt_Acebutololconf11,-6.1,9.997,3.827
6w4hpdbqt_Acebutololconf12,-7.1,0.0,0.0
6w4hpdbqt_Acebutololconf12,-7.0,6.969,4.099
6w4hpdbqt_Acebutololconf12,-6.8,4.792,3.605
6w4hpdbqt_Acebutololconf12,-6.7,8.704,3.33
6w4hpdbqt_Acebutololconf12,-6.6,31.244,28.785
6w4hpdbqt_Acebutololconf12,-6.6,4.814,3.419
6w4hpdbqt_Acebutololconf12,-6.5,3.544,2.789
6w4hpdbqt_Acebutololconf12,-6.5,8.471,3.934
6w4hpdbqt_Acebutololconf12,-6.4,5.019,2.787
6w4hpdbqt_Acebutololconf13,-6.8,0.0,0.0
6w4hpdbqt_Acebutololconf13,-6.8,18.593,15.781
6w4hpdbqt_Acebutololconf13,-6.7,7.835,2.151
6w4hpdbqt_Acebutololconf13,-6.6,12.611,11.074
6w4hpdbqt_Acebutololconf13,-6.5,8.355,1.57
6w4hpdbqt_Acebutololconf13,-6.5,3.016,2.37
6w4hpdbqt_Acebutololconf13,-6.4,5.082,3.084
6w4hpdbqt_Acebutololconf13,-6.2,31.499,29.972
6w4hpdbqt_Acebutololconf13,-6.1,9.842,4.215
6w4hpdbqt_Acebutololconf14,-7.1,0.0,0.0
6w4hpdbqt_Acebutololconf14,-7.1,3.24,2.626
6w4hpdbqt_Acebutololconf14,-6.8,6.877,4.058
6w4hpdbqt_Acebutololconf14,-6.8,12.936,9.193
6w4hpdbqt_Acebutololconf14,-6.8,7.77,1.843
6w4hpdbqt_Acebutololconf14,-6.7,1.75,1.41
6w4hpdbqt_Acebutololconf14,-6.6,8.26,2.859
6w4hpdbqt_Acebutololconf14,-6.6,8.818,3.293
6w4hpdbqt_Acebutololconf14,-6.4,14.192,12.126
6w4hpdbqt_Acebutololconf2,-7.2,0.0,0.0
6w4hpdbqt_Acebutololconf2,-6.9,2.527,2.149
6w4hpdbqt_Acebutololconf2,-6.8,18.438,16.534
6w4hpdbqt_Acebutololconf2,-6.7,3.917,2.855
6w4hpdbqt_Acebutololconf2,-6.7,8.593,2.51
6w4hpdbqt_Acebutololconf2,-6.6,30.745,27.981
6w4hpdbqt_Acebutololconf2,-6.6,14.776,12.386
6w4hpdbqt_Acebutololconf2,-6.6,6.787,4.043
6w4hpdbqt_Acebutololconf2,-6.6,8.79,3.725
6w4hpdbqt_Acebutololconf3,-7.0,0.0,0.0
6w4hpdbqt_Acebutololconf3,-6.7,7.091,4.127
6w4hpdbqt_Acebutololconf3,-6.6,5.011,3.242
6w4hpdbqt_Acebutololconf3,-6.5,4.612,2.707
6w4hpdbqt_Acebutololconf3,-6.4,7.713,3.994
6w4hpdbqt_Acebutololconf3,-6.3,5.503,3.286
6w4hpdbqt_Acebutololconf3,-6.3,15.791,13.535
6w4hpdbqt_Acebutololconf3,-6.2,14.708,11.678
6w4hpdbqt_Acebutololconf3,-6.2,8.488,3.423
6w4hpdbqt_Acebutololconf4,-6.1,0.0,0.0
6w4hpdbqt_Acebutololconf4,-5.9,4.69,3.45
6w4hpdbqt_Acebutololconf4,-5.8,5.152,2.623
6w4hpdbqt_Acebutololconf4,-5.8,3.266,2.356
6w4hpdbqt_Acebutololconf4,-5.7,7.516,4.784
6w4hpdbqt_Acebutololconf4,-5.7,32.02,29.566
6w4hpdbqt_Acebutololconf4,-5.6,14.622,11.625
6w4hpdbqt_Acebutololconf4,-5.6,2.672,1.591
6w4hpdbqt_Acebutololconf4,-5.5,6.001,2.767
6w4hpdbqt_Acebutololconf5,-6.9,0.0,0.0
6w4hpdbqt_Acebutololconf5,-6.8,8.583,2.835
6w4hpdbqt_Acebutololconf5,-6.8,4.659,2.625
6w4hpdbqt_Acebutololconf5,-6.8,5.242,3.173
6w4hpdbqt_Acebutololconf5,-6.7,16.426,14.328
6w4hpdbqt_Acebutololconf5,-6.6,7.95,4.469
6w4hpdbqt_Acebutololconf5,-6.6,15.45,13.03
6w4hpdbqt_Acebutololconf5,-6.6,8.714,2.771
6w4hpdbqt_Acebutololconf5,-6.5,6.306,3.562
6w4hpdbqt_Acebutololconf6,-6.8,0.0,0.0
6w4hpdbqt_Acebutololconf6,-6.6,2.782,2.134
6w4hpdbqt_Acebutololconf6,-6.6,5.088,2.988
6w4hpdbqt_Acebutololconf6,-6.5,3.35,2.837
6w4hpdbqt_Acebutololconf6,-6.3,31.643,30.163
6w4hpdbqt_Acebutololconf6,-6.3,8.044,1.715
6w4hpdbqt_Acebutololconf6,-6.3,7.39,2.705
6w4hpdbqt_Acebutololconf6,-6.2,8.431,1.654
6w4hpdbqt_Acebutololconf6,-6.0,8.094,4.819
6w4hpdbqt_Acebutololconf7,-6.7,0.0,0.0
6w4hpdbqt_Acebutololconf7,-6.7,5.347,3.322
6w4hpdbqt_Acebutololconf7,-6.6,19.057,16.466
6w4hpdbqt_Acebutololconf7,-6.5,7.928,1.946
6w4hpdbqt_Acebutololconf7,-6.5,3.217,2.304
6w4hpdbqt_Acebutololconf7,-6.4,38.446,37.294
6w4hpdbqt_Acebutololconf7,-6.3,7.952,5.815
6w4hpdbqt_Acebutololconf7,-6.3,3.024,2.543
6w4hpdbqt_Acebutololconf7,-6.2,13.698,9.718
6w4hpdbqt_Acebutololconf8,-6.9,0.0,0.0
6w4hpdbqt_Acebutololconf8,-6.9,2.788,2.029
6w4hpdbqt_Acebutololconf8,-6.9,18.296,15.699
6w4hpdbqt_Acebutololconf8,-6.7,7.842,3.407
6w4hpdbqt_Acebutololconf8,-6.7,6.209,3.424
6w4hpdbqt_Acebutololconf8,-6.7,8.091,2.244
6w4hpdbqt_Acebutololconf8,-6.4,31.062,28.057
6w4hpdbqt_Acebutololconf8,-6.4,9.029,3.737
6w4hpdbqt_Acebutololconf8,-6.4,7.94,2.431
6w4hpdbqt_Acebutololconf9,-6.8,0.0,0.0
6w4hpdbqt_Acebutololconf9,-6.7,8.647,3.053
6w4hpdbqt_Acebutololconf9,-6.6,8.233,2.063
6w4hpdbqt_Acebutololconf9,-6.4,1.904,1.669
6w4hpdbqt_Acebutololconf9,-6.3,6.642,4.455
6w4hpdbqt_Acebutololconf9,-6.3,12.838,10.12
6w4hpdbqt_Acebutololconf9,-6.1,31.486,28.543
6w4hpdbqt_Acebutololconf9,-6.1,2.799,1.895
6w4hpdbqt_Acebutololconf9,-5.8,12.623,9.384
6w4hpdbqt_Ademetionineconf1,-7.6,0.0,0.0
6w4hpdbqt_Ademetionineconf1,-7.6,5.611,2.729
6w4hpdbqt_Ademetionineconf1,-7.5,5.505,2.62
6w4hpdbqt_Ademetionineconf1,-7.5,4.968,3.071
6w4hpdbqt_Ademetionineconf1,-7.4,5.976,2.99
6w4hpdbqt_Ademetionineconf1,-7.4,8.675,3.241
6w4hpdbqt_Ademetionineconf1,-7.3,16.342,13.871
6w4hpdbqt_Ademetionineconf1,-7.2,18.918,16.944
6w4hpdbqt_Ademetionineconf1,-7.2,18.245,16.074
6w4hpdbqt_Ademetionineconf10,-7.1,0.0,0.0
6w4hpdbqt_Ademetionineconf10,-7.1,5.209,2.26
6w4hpdbqt_Ademetionineconf10,-6.8,19.108,16.672
6w4hpdbqt_Ademetionineconf10,-6.6,18.871,16.621
6w4hpdbqt_Ademetionineconf10,-6.5,5.448,4.382
6w4hpdbqt_Ademetionineconf10,-6.5,38.866,37.294
6w4hpdbqt_Ademetionineconf10,-6.4,5.314,2.235
6w4hpdbqt_Ademetionineconf10,-6.4,5.792,3.661
6w4hpdbqt_Ademetionineconf10,-6.3,6.826,3.03
6w4hpdbqt_Ademetionineconf11,-7.4,0.0,0.0
6w4hpdbqt_Ademetionineconf11,-7.0,5.81,3.519
6w4hpdbqt_Ademetionineconf11,-6.9,34.348,30.955
6w4hpdbqt_Ademetionineconf11,-6.9,5.02,2.8
6w4hpdbqt_Ademetionineconf11,-6.9,31.582,28.853
6w4hpdbqt_Ademetionineconf11,-6.9,18.674,16.882
6w4hpdbqt_Ademetionineconf11,-6.8,4.979,2.534
6w4hpdbqt_Ademetionineconf11,-6.7,32.26,29.634
6w4hpdbqt_Ademetionineconf11,-6.7,2.454,1.716
6w4hpdbqt_Ademetionineconf12,-7.4,0.0,0.0
6w4hpdbqt_Ademetionineconf12,-7.4,5.85,3.662
6w4hpdbqt_Ademetionineconf12,-7.1,5.044,2.061
6w4hpdbqt_Ademetionineconf12,-7.0,32.884,29.884
6w4hpdbqt_Ademetionineconf12,-6.9,5.376,3.14
6w4hpdbqt_Ademetionineconf12,-6.8,6.012,2.756
6w4hpdbqt_Ademetionineconf12,-6.8,6.51,3.367
6w4hpdbqt_Ademetionineconf12,-6.7,32.432,29.589
6w4hpdbqt_Ademetionineconf12,-6.6,1.717,1.576
6w4hpdbqt_Ademetionineconf13,-7.7,0.0,0.0
6w4hpdbqt_Ademetionineconf13,-7.7,5.597,2.727
6w4hpdbqt_Ademetionineconf13,-7.5,5.295,2.418
6w4hpdbqt_Ademetionineconf13,-7.4,7.349,2.684
6w4hpdbqt_Ademetionineconf13,-7.4,6.098,2.891
6w4hpdbqt_Ademetionineconf13,-7.3,8.725,3.233
6w4hpdbqt_Ademetionineconf13,-7.2,6.146,4.091
6w4hpdbqt_Ademetionineconf13,-7.2,18.716,16.568
6w4hpdbqt_Ademetionineconf13,-7.1,6.903,2.94
6w4hpdbqt_Ademetionineconf14,-7.2,0.0,0.0
6w4hpdbqt_Ademetionineconf14,-7.0,5.538,2.613
6w4hpdbqt_Ademetionineconf14,-6.7,7.73,5.515
6w4hpdbqt_Ademetionineconf14,-6.6,5.327,2.419
6w4hpdbqt_Ademetionineconf14,-6.6,7.28,4.413
6w4hpdbqt_Ademetionineconf14,-6.6,6.409,3.419
6w4hpdbqt_Ademetionineconf14,-6.4,5.634,2.655
6w4hpdbqt_Ademetionineconf14,-6.4,2.597,1.89
6w4hpdbqt_Ademetionineconf14,-6.4,3.295,2.068
6w4hpdbqt_Ademetionineconf15,-7.2,0.0,0.0
6w4hpdbqt_Ademetionineconf15,-7.0,4.927,2.064
6w4hpdbqt_Ademetionineconf15,-6.9,2.295,1.933
6w4hpdbqt_Ademetionineconf15,-6.8,5.691,2.272
6w4hpdbqt_Ademetionineconf15,-6.8,18.929,17.309
6w4hpdbqt_Ademetionineconf15,-6.7,38.027,36.451
6w4hpdbqt_Ademetionineconf15,-6.7,16.623,14.582
6w4hpdbqt_Ademetionineconf15,-6.6,5.47,2.446
6w4hpdbqt_Ademetionineconf15,-6.5,7.237,4.646
6w4hpdbqt_Ademetionineconf16,-7.5,0.0,0.0
6w4hpdbqt_Ademetionineconf16,-7.4,5.695,2.983
6w4hpdbqt_Ademetionineconf16,-7.2,18.279,16.242
6w4hpdbqt_Ademetionineconf16,-7.2,5.034,3.118
6w4hpdbqt_Ademetionineconf16,-7.1,8.017,3.221
6w4hpdbqt_Ademetionineconf16,-7.0,19.069,17.637
6w4hpdbqt_Ademetionineconf16,-7.0,8.179,5.243
6w4hpdbqt_Ademetionineconf16,-7.0,7.306,3.384
6w4hpdbqt_Ademetionineconf16,-6.7,5.036,3.084
6w4hpdbqt_Ademetionineconf17,-7.0,0.0,0.0
6w4hpdbqt_Ademetionineconf17,-7.0,5.184,2.083
6w4hpdbqt_Ademetionineconf17,-6.8,4.922,2.932
6w4hpdbqt_Ademetionineconf17,-6.8,17.149,14.92
6w4hpdbqt_Ademetionineconf17,-6.7,5.665,2.213
6w4hpdbqt_Ademetionineconf17,-6.6,4.913,3.816
6w4hpdbqt_Ademetionineconf17,-6.6,5.69,2.012
6w4hpdbqt_Ademetionineconf17,-6.5,5.921,2.447
6w4hpdbqt_Ademetionineconf17,-6.5,7.891,4.315
6w4hpdbqt_Ademetionineconf18,-7.3,0.0,0.0
6w4hpdbqt_Ademetionineconf18,-7.0,34.176,30.705
6w4hpdbqt_Ademetionineconf18,-6.9,31.6,29.193
6w4hpdbqt_Ademetionineconf18,-6.8,32.332,29.648
6w4hpdbqt_Ademetionineconf18,-6.8,31.945,29.598
6w4hpdbqt_Ademetionineconf18,-6.6,6.383,3.041
6w4hpdbqt_Ademetionineconf18,-6.6,32.848,29.626
6w4hpdbqt_Ademetionineconf18,-6.3,32.65,29.794
6w4hpdbqt_Ademetionineconf18,-6.2,3.917,2.642
6w4hpdbqt_Ademetionineconf19,-7.4,0.0,0.0
6w4hpdbqt_Ademetionineconf19,-7.2,6.516,3.242
6w4hpdbqt_Ademetionineconf19,-7.2,4.071,2.551
6w4hpdbqt_Ademetionineconf19,-7.0,34.432,30.95
6w4hpdbqt_Ademetionineconf19,-7.0,18.769,16.043
6w4hpdbqt_Ademetionineconf19,-6.9,6.244,2.899
6w4hpdbqt_Ademetionineconf19,-6.9,32.342,29.666
6w4hpdbqt_Ademetionineconf19,-6.7,32.636,29.226
6w4hpdbqt_Ademetionineconf19,-6.7,20.091,17.49
6w4hpdbqt_Ademetionineconf2,-7.0,0.0,0.0
6w4hpdbqt_Ademetionineconf2,-6.8,1.789,1.549
6w4hpdbqt_Ademetionineconf2,-6.7,7.197,4.52
6w4hpdbqt_Ademetionineconf2,-6.5,2.651,1.904
6w4hpdbqt_Ademetionineconf2,-6.4,4.845,2.128
6w4hpdbqt_Ademetionineconf2,-6.3,4.236,2.353
6w4hpdbqt_Ademetionineconf2,-6.3,5.514,2.755
6w4hpdbqt_Ademetionineconf2,-6.3,19.389,17.558
6w4hpdbqt_Ademetionineconf2,-6.3,16.618,14.474
6w4hpdbqt_Ademetionineconf20,-7.4,0.0,0.0
6w4hpdbqt_Ademetionineconf20,-7.2,5.124,2.034
6w4hpdbqt_Ademetionineconf20,-7.0,18.939,17.086
6w4hpdbqt_Ademetionineconf20,-7.0,32.186,29.28
6w4hpdbqt_Ademetionineconf20,-7.0,6.307,2.942
6w4hpdbqt_Ademetionineconf20,-7.0,34.371,30.888
6w4hpdbqt_Ademetionineconf20,-6.8,15.122,12.828
6w4hpdbqt_Ademetionineconf20,-6.8,6.131,3.084
6w4hpdbqt_Ademetionineconf20,-6.8,5.033,2.309
6w4hpdbqt_Ademetionineconf21,-7.0,0.0,0.0
6w4hpdbqt_Ademetionineconf21,-6.9,5.996,2.671
6w4hpdbqt_Ademetionineconf21,-6.8,5.419,2.875
6w4hpdbqt_Ademetionineconf21,-6.7,18.752,17.04
6w4hpdbqt_Ademetionineconf21,-6.7,2.044,1.608
6w4hpdbqt_Ademetionineconf21,-6.6,7.324,4.416
6w4hpdbqt_Ademetionineconf21,-6.6,5.5,2.557
6w4hpdbqt_Ademetionineconf21,-6.4,30.98,28.718
6w4hpdbqt_Ademetionineconf21,-6.4,34.074,30.801
6w4hpdbqt_Ademetionineconf22,-7.4,0.0,0.0
6w4hpdbqt_Ademetionineconf22,-7.0,6.085,2.928
6w4hpdbqt_Ademetionineconf22,-6.9,37.954,36.314
6w4hpdbqt_Ademetionineconf22,-6.9,6.957,3.526
6w4hpdbqt_Ademetionineconf22,-6.9,5.453,2.538
6w4hpdbqt_Ademetionineconf22,-6.8,2.176,1.792
6w4hpdbqt_Ademetionineconf22,-6.8,7.085,3.176
6w4hpdbqt_Ademetionineconf22,-6.7,16.228,13.554
6w4hpdbqt_Ademetionineconf22,-6.7,17.122,14.886
6w4hpdbqt_Ademetionineconf23,-7.8,0.0,0.0
6w4hpdbqt_Ademetionineconf23,-7.5,5.218,3.219
6w4hpdbqt_Ademetionineconf23,-7.5,3.703,2.606
6w4hpdbqt_Ademetionineconf23,-7.5,16.562,14.765
6w4hpdbqt_Ademetionineconf23,-7.4,6.399,3.06
6w4hpdbqt_Ademetionineconf23,-7.4,6.258,2.911
6w4hpdbqt_Ademetionineconf23,-7.4,4.919,3.107
6w4hpdbqt_Ademetionineconf23,-7.1,8.412,5.609
6w4hpdbqt_Ademetionineconf23,-7.0,16.596,15.11
6w4hpdbqt_Ademetionineconf24,-7.4,0.0,0.0
6w4hpdbqt_Ademetionineconf24,-6.9,37.95,36.299
6w4hpdbqt_Ademetionineconf24,-6.9,6.253,2.896
6w4hpdbqt_Ademetionineconf24,-6.9,5.648,2.913
6w4hpdbqt_Ademetionineconf24,-6.8,5.705,2.51
6w4hpdbqt_Ademetionineconf24,-6.7,37.868,36.173
6w4hpdbqt_Ademetionineconf24,-6.7,5.311,2.405
6w4hpdbqt_Ademetionineconf24,-6.6,8.172,5.778
6w4hpdbqt_Ademetionineconf24,-6.6,5.34,2.553
6w4hpdbqt_Ademetionineconf25,-7.1,0.0,0.0
6w4hpdbqt_Ademetionineconf25,-6.9,5.501,2.915
6w4hpdbqt_Ademetionineconf25,-6.9,4.88,2.141
6w4hpdbqt_Ademetionineconf25,-6.8,2.277,1.904
6w4hpdbqt_Ademetionineconf25,-6.7,7.358,2.903
6w4hpdbqt_Ademetionineconf25,-6.6,5.023,2.898
6w4hpdbqt_Ademetionineconf25,-6.5,7.138,4.469
6w4hpdbqt_Ademetionineconf25,-6.5,6.574,3.84
6w4hpdbqt_Ademetionineconf25,-6.5,18.861,17.012
6w4hpdbqt_Ademetionineconf3,-7.0,0.0,0.0
6w4hpdbqt_Ademetionineconf3,-6.8,5.492,2.628
6w4hpdbqt_Ademetionineconf3,-6.7,7.813,5.491
6w4hpdbqt_Ademetionineconf3,-6.7,5.265,2.289
6w4hpdbqt_Ademetionineconf3,-6.7,1.911,1.572
6w4hpdbqt_Ademetionineconf3,-6.7,5.768,3.651
6w4hpdbqt_Ademetionineconf3,-6.6,5.162,2.358
6w4hpdbqt_Ademetionineconf3,-6.6,7.342,4.417
6w4hpdbqt_Ademetionineconf3,-6.5,5.578,2.741
6w4hpdbqt_Ademetionineconf4,-7.2,0.0,0.0
6w4hpdbqt_Ademetionineconf4,-7.0,5.567,2.693
6w4hpdbqt_Ademetionineconf4,-6.9,7.294,4.49
6w4hpdbqt_Ademetionineconf4,-6.8,2.17,1.709
6w4hpdbqt_Ademetionineconf4,-6.7,6.039,2.581
6w4hpdbqt_Ademetionineconf4,-6.6,7.773,5.552
6w4hpdbqt_Ademetionineconf4,-6.6,5.515,2.669
6w4hpdbqt_Ademetionineconf4,-6.6,6.737,3.639
6w4hpdbqt_Ademetionineconf4,-6.4,5.197,2.343
6w4hpdbqt_Ademetionineconf5,-7.6,0.0,0.0
6w4hpdbqt_Ademetionineconf5,-7.4,5.551,2.735
6w4hpdbqt_Ademetionineconf5,-7.4,5.518,2.588
6w4hpdbqt_Ademetionineconf5,-7.3,8.656,3.211
6w4hpdbqt_Ademetionineconf5,-7.2,7.768,4.862
6w4hpdbqt_Ademetionineconf5,-7.2,2.101,1.033
6w4hpdbqt_Ademetionineconf5,-7.2,6.08,2.934
6w4hpdbqt_Ademetionineconf5,-7.0,7.331,3.142
6w4hpdbqt_Ademetionineconf5,-7.0,6.13,4.112
6w4hpdbqt_Ademetionineconf6,-7.6,0.0,0.0
6w4hpdbqt_Ademetionineconf6,-7.4,5.997,3.944
6w4hpdbqt_Ademetionineconf6,-7.4,6.056,2.982
6w4hpdbqt_Ademetionineconf6,-7.4,4.957,3.066
6w4hpdbqt_Ademetionineconf6,-7.2,7.261,2.742
6w4hpdbqt_Ademetionineconf6,-7.2,8.465,3.566
6w4hpdbqt_Ademetionineconf6,-7.2,7.138,4.265
6w4hpdbqt_Ademetionineconf6,-7.1,8.789,3.365
6w4hpdbqt_Ademetionineconf6,-7.1,7.121,2.852
6w4hpdbqt_Ademetionineconf7,-7.1,0.0,0.0
6w4hpdbqt_Ademetionineconf7,-7.0,18.362,15.714
6w4hpdbqt_Ademetionineconf7,-6.8,5.962,2.537
6w4hpdbqt_Ademetionineconf7,-6.8,2.071,1.715
6w4hpdbqt_Ademetionineconf7,-6.6,5.518,2.654
6w4hpdbqt_Ademetionineconf7,-6.6,4.84,1.863
6w4hpdbqt_Ademetionineconf7,-6.5,6.283,2.775
6w4hpdbqt_Ademetionineconf7,-6.5,5.224,2.555
6w4hpdbqt_Ademetionineconf7,-6.5,5.541,2.724
6w4hpdbqt_Ademetionineconf8,-7.2,0.0,0.0
6w4hpdbqt_Ademetionineconf8,-6.9,18.272,15.617
6w4hpdbqt_Ademetionineconf8,-6.7,6.157,2.714
6w4hpdbqt_Ademetionineconf8,-6.6,2.119,1.817
6w4hpdbqt_Ademetionineconf8,-6.6,5.061,2.89
6w4hpdbqt_Ademetionineconf8,-6.5,7.331,4.493
6w4hpdbqt_Ademetionineconf8,-6.5,6.045,2.602
6w4hpdbqt_Ademetionineconf8,-6.5,16.747,14.728
6w4hpdbqt_Ademetionineconf8,-6.5,17.732,15.907
6w4hpdbqt_Ademetionineconf9,-7.2,0.0,0.0
6w4hpdbqt_Ademetionineconf9,-7.0,5.298,2.188
6w4hpdbqt_Ademetionineconf9,-6.8,5.177,2.655
6w4hpdbqt_Ademetionineconf9,-6.8,19.348,17.18
6w4hpdbqt_Ademetionineconf9,-6.6,5.946,4.596
6w4hpdbqt_Ademetionineconf9,-6.5,32.664,30.565
6w4hpdbqt_Ademetionineconf9,-6.4,32.272,29.822
6w4hpdbqt_Ademetionineconf9,-6.4,4.898,2.24
6w4hpdbqt_Ademetionineconf9,-6.4,5.284,2.233
6w4hpdbqt_Apixabanconf1,-8.9,0.0,0.0
6w4hpdbqt_Apixabanconf1,-8.8,10.737,3.052
6w4hpdbqt_Apixabanconf1,-8.7,7.693,3.716
6w4hpdbqt_Apixabanconf1,-8.4,15.104,12.415
6w4hpdbqt_Apixabanconf1,-8.2,2.343,1.819
6w4hpdbqt_Apixabanconf1,-8.1,5.178,2.066
6w4hpdbqt_Apixabanconf1,-8.0,9.234,2.819
6w4hpdbqt_Apixabanconf1,-7.9,8.062,2.485
6w4hpdbqt_Apixabanconf1,-7.8,17.073,14.428
6w4hpdbqt_Apixabanconf2,-9.0,0.0,0.0
6w4hpdbqt_Apixabanconf2,-8.9,10.833,3.155
6w4hpdbqt_Apixabanconf2,-8.6,5.344,2.312
6w4hpdbqt_Apixabanconf2,-8.5,15.05,12.415
6w4hpdbqt_Apixabanconf2,-8.2,18.096,15.508
6w4hpdbqt_Apixabanconf2,-8.1,28.825,26.568
6w4hpdbqt_Apixabanconf2,-8.0,9.244,2.828
6w4hpdbqt_Apixabanconf2,-8.0,27.201,24.227
6w4hpdbqt_Apixabanconf2,-8.0,11.818,8.221
6w4hpdbqt_Apixabanconf3,-8.9,0.0,0.0
6w4hpdbqt_Apixabanconf3,-8.6,10.695,3.337
6w4hpdbqt_Apixabanconf3,-8.4,15.028,12.404
6w4hpdbqt_Apixabanconf3,-8.3,20.578,17.27
6w4hpdbqt_Apixabanconf3,-8.0,2.095,1.594
6w4hpdbqt_Apixabanconf3,-7.7,28.907,26.66
6w4hpdbqt_Apixabanconf3,-7.7,17.11,14.54
6w4hpdbqt_Apixabanconf3,-7.7,12.048,8.458
6w4hpdbqt_Apixabanconf3,-7.6,27.161,23.698
6w4hpdbqt_Arformoterolconf1,-8.0,0.0,0.0
6w4hpdbqt_Arformoterolconf1,-7.6,4.362,2.359
6w4hpdbqt_Arformoterolconf1,-7.4,13.66,10.936
6w4hpdbqt_Arformoterolconf1,-7.1,4.283,2.532
6w4hpdbqt_Arformoterolconf1,-7.1,6.3,2.312
6w4hpdbqt_Arformoterolconf1,-7.0,3.206,2.035
6w4hpdbqt_Arformoterolconf1,-6.9,37.267,35.762
6w4hpdbqt_Arformoterolconf1,-6.9,37.693,35.698
6w4hpdbqt_Arformoterolconf1,-6.8,14.741,11.211
6w4hpdbqt_Arformoterolconf10,-7.6,0.0,0.0
6w4hpdbqt_Arformoterolconf10,-7.6,4.399,2.402
6w4hpdbqt_Arformoterolconf10,-7.2,4.497,1.788
6w4hpdbqt_Arformoterolconf10,-7.1,5.046,2.778
6w4hpdbqt_Arformoterolconf10,-7.0,2.556,1.683
6w4hpdbqt_Arformoterolconf10,-6.9,14.961,12.241
6w4hpdbqt_Arformoterolconf10,-6.9,37.812,35.761
6w4hpdbqt_Arformoterolconf10,-6.8,32.806,30.188
6w4hpdbqt_Arformoterolconf10,-6.8,4.975,2.973
6w4hpdbqt_Arformoterolconf11,-8.2,0.0,0.0
6w4hpdbqt_Arformoterolconf11,-8.2,4.109,2.352
6w4hpdbqt_Arformoterolconf11,-8.2,4.287,2.268
6w4hpdbqt_Arformoterolconf11,-7.9,4.612,2.1
6w4hpdbqt_Arformoterolconf11,-7.8,13.814,11.375
6w4hpdbqt_Arformoterolconf11,-7.5,2.62,1.549
6w4hpdbqt_Arformoterolconf11,-7.5,6.39,2.586
6w4hpdbqt_Arformoterolconf11,-7.4,3.815,2.494
6w4hpdbqt_Arformoterolconf11,-7.4,4.764,2.454
6w4hpdbqt_Arformoterolconf12,-7.9,0.0,0.0
6w4hpdbqt_Arformoterolconf12,-7.8,4.428,2.17
6w4hpdbqt_Arformoterolconf12,-7.8,4.367,2.309
6w4hpdbqt_Arformoterolconf12,-7.1,3.353,2.181
6w4hpdbqt_Arformoterolconf12,-7.1,5.904,2.643
6w4hpdbqt_Arformoterolconf12,-7.0,4.906,1.76
6w4hpdbqt_Arformoterolconf12,-7.0,13.648,11.241
6w4hpdbqt_Arformoterolconf12,-6.9,32.883,30.03
6w4hpdbqt_Arformoterolconf12,-6.9,13.728,11.369
6w4hpdbqt_Arformoterolconf2,-7.8,0.0,0.0
6w4hpdbqt_Arformoterolconf2,-7.6,4.553,2.457
6w4hpdbqt_Arformoterolconf2,-7.4,4.597,1.951
6w4hpdbqt_Arformoterolconf2,-7.0,2.584,1.482
6w4hpdbqt_Arformoterolconf2,-6.9,5.868,2.658
6w4hpdbqt_Arformoterolconf2,-6.8,2.978,1.906
6w4hpdbqt_Arformoterolconf2,-6.8,15.103,12.377
6w4hpdbqt_Arformoterolconf2,-6.7,37.784,36.358
6w4hpdbqt_Arformoterolconf2,-6.7,33.15,30.435
6w4hpdbqt_Arformoterolconf3,-7.9,0.0,0.0
6w4hpdbqt_Arformoterolconf3,-7.4,4.577,2.231
6w4hpdbqt_Arformoterolconf3,-7.2,13.94,11.206
6w4hpdbqt_Arformoterolconf3,-7.1,2.723,1.738
6w4hpdbqt_Arformoterolconf3,-7.1,4.828,2.098
